koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
"FALSE POSITIVE",0.73094589,2.497e-06,-2.497e-06,1.169,0.111,-0.178,4.32,0.2,-0.2,250.2,8.3,-8.3,17.12,5.06,-1.6,3248.17,2815.61,-909.69,37.50,1,5901.00,158.00,-193.00,4.553,0.036,-0.204,-0.3000,0.3000,-0.3000,0.8480,0.2510,-0.0790,0.9380,0.1050,-0.1170
"CONFIRMED",18.92537246,5.231e-05,-5.231e-05,0.806,0.025,-0.556,3.9835,0.0683,-0.0683,640.9,16.5,-16.5,13.92,2,-4.66,443.58,159.79,-265.44,41.00,3,4941.00,49.00,-118.00,3.317,0.210,-0.105,0.4000,0.0500,-0.2500,4.8850,0.7010,-1.6360,1.8080,0.1810,-0.5780
"FALSE POSITIVE",0.933749106,1.196e-06,-1.196e-06,0.736,0.357,-0.226,4.256,0.796,-0.796,186.2,12.8,-12.8,3.22,0.61,-1.05,15822.49,9139.53,-9373.75,136.30,1,6215.00,171.00,-171.00,3.849,0.293,-0.098,-0.2400,0.3000,-0.2500,2.1880,0.4150,-0.7110,1.2330,0.2420,-0.2200
"FALSE POSITIVE",2.037440623,9.676e-06,-9.676e-06,0.715,0.219,-0.476,3.442,0.127,-0.127,118.6,5.2,-5.2,1.19,0.36,-0.16,1448.05,1305.68,-494.54,27.00,1,6253.00,169.00,-207.00,4.415,0.087,-0.203,-0.4000,0.3000,-0.3000,1.0150,0.3120,-0.1340,0.9750,0.1350,-0.1110
"CANDIDATE",129995.7784,0,0,0.7127,0.1831,-0.1239,9.408,0.198,-0.198,1474.9,46.8,-46.8,2.99,0.16,-0.21,0.00,0.00,0.00,35.70,1,4500.00,153.00,-119.00,4.572,0.042,-0.028,0.2000,0.2000,-0.2600,0.7260,0.0390,-0.0520,0.7170,0.0540,-0.0490
"CONFIRMED",31.5925809,0.0004371,-0.0004371,0.283,0.144,-0.283,13.566,0.367,-0.367,145.1,6.1,-6.1,1.78,0.28,-0.41,53.09,23.51,-23.96,25.50,3,5676.00,115.00,-104.00,4.100,0.203,-0.087,0.1000,0.1500,-0.1500,1.4870,0.2290,-0.3440,1.0160,0.0930,-0.0840
"CONFIRMED",17.157236,0.0001862,-0.0001862,0.238,0.218,-0.238,11.284,0.248,-0.248,110.4,5,-5,1.55,0.24,-0.36,119.87,53.10,-54.09,23.60,3,5676.00,115.00,-104.00,4.100,0.203,-0.087,0.1000,0.1500,-0.1500,1.4870,0.2290,-0.3440,1.0160,0.0930,-0.0840
"CONFIRMED",1.97376085,9.9e-08,-9.9e-08,0.337,0.225,-0.165,1.82542,0.00776,-0.00776,30222.4,31.3,-31.3,8.78,1.43,-2.13,76.10,62.11,-44.33,1252.50,1,3807.00,291.00,-291.00,4.762,0.120,-0.080,-0.0600,0.2000,-0.2000,0.5030,0.0820,-0.1220,0.5340,0.0810,-0.1320
"CANDIDATE",13.118962443,6.039e-06,-6.039e-06,0.042,0.271,-0.042,4.3045,0.0122,-0.0122,372.2,1.5,-1.5,8.25,0.45,-2.5,2310.43,419.83,-1290.11,267.40,2,7221.00,114.00,-171.00,3.488,0.272,-0.048,-0.1800,0.1500,-0.1000,4.2400,0.2270,-1.2840,2.0180,0.0290,-0.2480
"FALSE POSITIVE",4.618767792,2.737e-06,-2.737e-06,0.766,0.012,-0.019,5.9957,0.0461,-0.0461,4399.1,18.4,-18.4,7.48,2.17,-1.17,442.78,377.78,-163.58,270.10,1,6013.00,163.00,-181.00,4.381,0.128,-0.192,-0.3000,0.3000,-0.3000,1.0330,0.3000,-0.1610,0.9380,0.1320,-0.1080
"CANDIDATE",7.82187328,2.242e-05,-2.242e-05,0.005,0.397,-0.005,3.8417,0.0707,-0.0707,42.2,1.3,-1.3,2.78,0.15,-0.84,4601.71,836.19,-2569.52,37.20,2,7221.00,114.00,-171.00,3.488,0.272,-0.048,-0.1800,0.1500,-0.1000,4.2400,0.2270,-1.2840,2.0180,0.0290,-0.2480
"CANDIDATE",53.5057611,0.0001596,-0.0001596,0.46,0.002,-0.441,10.5616,0.077,-0.077,195.6,3.1,-3.1,2.52,0.16,-0.12,49.16,9.16,-6.52,71.20,1,6247.00,75.00,-69.00,4.016,0.030,-0.027,-0.1200,0.1000,-0.1000,1.7620,0.1120,-0.0840,1.1740,0.1400,-0.0560
"CONFIRMED",2.785821236,5.258e-06,-5.258e-06,0.893,0.005,-0.644,3.5599,0.0416,-0.0416,68.9,1.5,-1.5,1.69,0.11,-0.09,2388.98,468.82,-366.72,53.60,1,6202.00,74.00,-83.00,4.026,0.033,-0.027,-0.1000,0.1500,-0.1500,1.7330,0.1180,-0.0950,1.1620,0.1470,-0.0790
"FALSE POSITIVE",52.56901867,5.475e-05,-5.475e-05,1.197,6.708,-0.013,6.7507,0.0498,-0.0498,26900,174,-174,78.54,25.85,-11.07,69.62,67.51,-27.31,184.30,1,7240.00,200.00,-343.00,4.178,0.072,-0.203,0.2100,0.1500,-0.3500,1.7170,0.5650,-0.2420,1.6200,0.2040,-0.2260
"FALSE POSITIVE",3.411758679,9.564e-06,-9.564e-06,1.213,12.11,-0.09,3.158,0.118,-0.118,570.6,19.2,-19.2,14.71,1.42,-2.12,51.85,18.70,-18.94,35.60,1,3995.00,126.00,-140.00,4.710,0.071,-0.044,-0.1000,0.3500,-0.4500,0.5610,0.0540,-0.0810,0.5820,0.0590,-0.0880
"FALSE POSITIVE",0.525426427,4.26e-07,-4.26e-07,0.113,0.357,-0.113,1.0801,0.0258,-0.0258,324.6,6.6,-6.6,1.45,0.33,-0.13,4349.62,2913.03,-1157.64,63.60,1,5791.00,155.00,-173.00,4.575,0.038,-0.152,-0.3800,0.3000,-0.3000,0.8020,0.1810,-0.0720,0.8890,0.0870,-0.0960
"CONFIRMED",1.269091415,1.011e-06,-1.011e-06,0.412,0.051,-0.398,1.4647,0.0254,-0.0254,340.9,5.6,-5.6,1.41,0.1,-0.06,740.47,170.73,-121.46,73.50,2,5041.00,100.00,-100.00,4.576,0.028,-0.048,0.0200,0.1500,-0.1500,0.7660,0.0510,-0.0370,0.8070,0.0430,-0.0430
"CONFIRMED",2.853133997,4.356e-06,-4.356e-06,0.698,0.016,-0.503,1.465,0.0434,-0.0434,277.1,8.3,-8.3,1.36,0.1,-0.06,251.77,58.05,-41.30,39.70,2,5041.00,100.00,-100.00,4.576,0.028,-0.048,0.0200,0.1500,-0.1500,0.7660,0.0510,-0.0370,0.8070,0.0430,-0.0430
"CONFIRMED",6.79685353,2.247e-05,-2.247e-05,0.62,0.33,-0.389,3.1702,0.0835,-0.0835,393.1,14.9,-14.9,2.01,0.62,-0.2,222.91,206.66,-65.90,29.80,1,6061.00,180.00,-198.00,4.486,0.050,-0.200,-0.1000,0.2500,-0.3000,0.9700,0.3000,-0.1000,1.0500,0.1420,-0.1420
"FALSE POSITIVE",8.667822346,6.02e-06,-6.02e-06,1.276,0.375,-0.159,4.9658,0.0273,-0.0273,2121.9,13.6,-13.6,67.37,16.41,-30.46,681.39,505.26,-502.55,187.60,1,6266.00,189.00,-207.00,3.923,0.443,-0.148,-0.4400,0.3000,-0.3000,1.8890,0.4600,-0.8540,1.0890,0.1560,-0.1910
"CONFIRMED",1.475323222,4.392e-06,-4.392e-06,0.136,0.339,-0.136,2.3155,0.0735,-0.0735,154.9,6.5,-6.5,5.88,0.85,-1.97,13331.51,4802.54,-7977.74,27.20,3,4941.00,49.00,-118.00,3.317,0.210,-0.105,0.4000,0.0500,-0.2500,4.8850,0.7010,-1.6360,1.8080,0.1810,-0.5780
"CONFIRMED",4.15246118,1.584e-05,-1.584e-05,0.639,0.28,-0.448,2.5755,0.0901,-0.0901,223.4,9.9,-9.9,7.62,1.09,-2.55,3354.56,1208.44,-2007.41,24.50,3,4941.00,49.00,-118.00,3.317,0.210,-0.105,0.4000,0.0500,-0.2500,4.8850,0.7010,-1.6360,1.8080,0.1810,-0.5780
"FALSE POSITIVE",6.7210783,,,,,,7.46,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"CONFIRMED",8.7348852,4.425e-05,-4.425e-05,0.314,0.133,-0.314,4.49,0.13,-0.13,270.7,11.7,-11.7,1.59,0.52,-0.17,148.62,142.27,-45.37,24.80,2,5982.00,160.00,-195.00,4.493,0.054,-0.216,-0.0400,0.2500,-0.3000,0.9600,0.3140,-0.1050,1.0470,0.1290,-0.1420
"FALSE POSITIVE",10.26547688,5.887e-05,-5.887e-05,0.69,0.248,-0.457,3.733,0.157,-0.157,399.6,22.9,-22.9,1.81,0.5,-0.15,83.13,67.14,-21.50,20.10,1,5699.00,152.00,-169.00,4.553,0.033,-0.187,-0.1000,0.3000,-0.3000,0.8530,0.2350,-0.0730,0.9500,0.0940,-0.1150
"CANDIDATE",13.4471791,1.247e-05,-1.247e-05,0.963,0.013,-0.008,3.0454,0.0546,-0.0546,1428.2,21.1,-21.1,5.24,1.64,-0.7,122.34,112.28,-42.14,105.30,1,6276.00,169.00,-206.00,4.405,0.087,-0.203,-0.3200,0.3000,-0.3000,1.0410,0.3260,-0.1400,1.0010,0.1580,-0.1150
"FALSE POSITIVE",3.305577989,7.111e-06,-7.111e-06,1.145,7.09,-0.656,2.5903,0.0849,-0.0849,17971,538,-538,25.89,4.32,-2.02,263.55,139.50,-64.68,39.60,1,5534.00,163.00,-163.00,4.629,0.035,-0.112,-0.5800,0.3000,-0.3000,0.7070,0.1180,-0.0550,0.7860,0.0730,-0.0730
"FALSE POSITIVE",4.800653901,4.142e-06,-4.142e-06,0.785,0.006,-0.007,9.0419,0.055,-0.055,15304.4,63.7,-63.7,16.91,6.01,-2,778.45,793.72,-255.78,298.00,1,6715.00,161.00,-241.00,4.347,0.056,-0.224,-0.1000,0.2500,-0.3500,1.2410,0.4410,-0.1470,1.2560,0.1910,-0.1740
"FALSE POSITIVE",15.06649901,1.2e-05,-1.2e-05,1.018,1.873,-0.101,5.9885,0.0487,-0.0487,36348,285,-285,56.44,9.3,-13.95,177.96,76.69,-82.41,154.60,1,5751.00,77.00,-77.00,4.028,0.210,-0.090,-0.0400,0.1500,-0.1500,1.6260,0.2680,-0.4020,1.0280,0.1000,-0.1000
"FALSE POSITIVE",34.82008158,1.24e-05,-1.24e-05,0.663,0.006,-0.003,11.1711,0.0216,-0.0216,18847.8,25.8,-25.8,11.36,1.16,-1.16,10.49,3.84,-2.91,882.60,1,5114.00,153.00,-138.00,4.522,0.084,-0.063,-0.1600,0.3000,-0.3000,0.7840,0.0800,-0.0800,0.7460,0.1030,-0.0590
"FALSE POSITIVE",0.651784374,1.93e-07,-1.93e-07,1.224,0.508,-0.093,2.0141,0.0144,-0.0144,2779.3,14.8,-14.8,33.65,8.94,-5.49,4500.59,3611.67,-1708.30,195.20,1,5555.00,166.00,-166.00,4.375,0.135,-0.180,0.2600,0.2000,-0.3000,1.0610,0.2820,-0.1730,0.9750,0.0940,-0.0850
"FALSE POSITIVE",1.353771892,3.751e-06,-3.751e-06,1.203,0.56,-0.137,7.012,0.212,-0.212,1349.1,23.3,-23.3,430.99,136.1,-48.62,136609.48,117403.45,-34984.84,76.70,1,4283.00,77.00,-60.00,2.012,0.112,-0.137,0.0000,0.1500,-0.1500,15.7600,4.9780,-1.7780,0.9310,0.4090,-0.0220
"FALSE POSITIVE",18.95491633,5.799e-05,-5.799e-05,1.228,0.249,-0.11,24.249,0.132,-0.132,867.5,4.3,-4.3,71.39,8.6,-20.06,397.48,143.16,-206.57,249.30,1,6362.00,129.00,-116.00,3.761,0.225,-0.075,-0.2800,0.1500,-0.1500,2.5340,0.3050,-0.7120,1.3520,0.1690,-0.2070
"FALSE POSITIVE",4.348866254,7.773e-06,-7.773e-06,1.187,7.012,-0.253,3.2797,0.0741,-0.0741,625.6,13.3,-13.3,2436.69,497.5,-808.5,401588.95,232894.16,-237326.16,56.30,1,3598.00,78.00,-78.00,0.650,0.258,-0.211,0.0000,0.2500,-0.2500,101.4510,20.7140,-33.6600,1.6790,0.0940,-0.5640
"FALSE POSITIVE",47.93094546,1.904e-05,-1.904e-05,1.272,2.325,-0.188,2.6897,0.016,-0.016,2144.4,10.8,-10.8,68.02,15.94,-14.49,158.41,110.58,-75.58,221.10,1,8214.00,226.00,-340.00,4.104,0.145,-0.145,-0.1800,0.2500,-0.3000,1.9380,0.4540,-0.4130,1.7370,0.1570,-0.2690
"FALSE POSITIVE",3.99751422,8.433e-05,-8.433e-05,0.0303,0.4566,-0.0298,3.686,0.832,-0.832,32.8,7,-7,2.98,0.06,-0.06,5563.95,576.45,-530.81,6.10,1,5066.00,75.00,-75.00,3.122,0.008,-0.008,-0.3300,0.1010,-0.1010,5.3240,0.1070,-0.1070,1.3720,0.0730,-0.0730
"FALSE POSITIVE",1.592633181,,,0.003,,,5.5605,,,633.1,,,1.56,0.13,-0.12,290.51,87.21,-73.46,66.90,1,4506.00,121.00,-135.00,4.626,0.042,-0.028,-0.2000,0.3000,-0.3000,0.6510,0.0530,-0.0530,0.6540,0.0660,-0.0540
"CONFIRMED",67.5923754,0.0005335,-0.0005335,0.728,0.017,-0.451,12.249,0.332,-0.332,4158.1,79.7,-79.7,12.1,2.25,-2.76,28.20,14.74,-12.70,60.90,1,6038.00,120.00,-120.00,4.082,0.180,-0.120,0.3400,0.1000,-0.1500,1.7440,0.3250,-0.3980,1.3410,0.1250,-0.1520
"CONFIRMED",17.02902786,7.532e-05,-7.532e-05,0.202,0.251,-0.202,4.645,0.113,-0.113,568.9,20.5,-20.5,2.54,0.38,-0.41,76.66,31.49,-26.50,29.80,4,5839.00,105.00,-105.00,4.327,0.156,-0.104,-0.2800,0.1500,-0.1500,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
"CONFIRMED",6.84619236,4.036e-05,-4.036e-05,0.077,0.388,-0.077,3.529,0.145,-0.145,246.8,15.2,-15.2,1.67,0.25,-0.27,258.41,106.17,-89.32,17.70,4,5839.00,105.00,-105.00,4.327,0.156,-0.104,-0.2800,0.1500,-0.1500,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
"CONFIRMED",67.8321638,0.0009119,-0.0009119,0.027,0.41,-0.027,7.358,0.254,-0.254,507.8,33.3,-33.3,2.39,0.35,-0.38,12.14,4.99,-4.19,15.50,4,5839.00,105.00,-105.00,4.327,0.156,-0.104,-0.2800,0.1500,-0.1500,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
"CONFIRMED",43.1312147,0.0003582,-0.0003582,0.67,0.292,-0.443,3.198,0.183,-0.183,447.8,39.6,-39.6,2.39,0.35,-0.39,22.21,9.13,-7.67,11.80,4,5839.00,105.00,-105.00,4.327,0.156,-0.104,-0.2800,0.1500,-0.1500,1.0670,0.1560,-0.1720,0.8810,0.0700,-0.0510
"CONFIRMED",1.224866441,4.135e-06,-4.135e-06,0.286,0.172,-0.286,1.7086,0.0841,-0.0841,196,10.9,-10.9,1.54,0.23,-0.22,2174.33,833.59,-669.43,21.10,2,5553.00,74.00,-74.00,4.320,0.137,-0.100,0.1400,0.1500,-0.1500,1.1070,0.1610,-0.1610,0.9330,0.0670,-0.0430
"CONFIRMED",37.8102649,0.0002147,-0.0002147,0.061,0.337,-0.061,8.733,0.132,-0.132,570.3,18.2,-18.2,2.33,0.72,-0.29,24.27,22.61,-7.99,35.20,1,6085.00,182.00,-200.00,4.451,0.081,-0.202,-0.2800,0.3000,-0.3000,0.9730,0.3020,-0.1210,0.9760,0.1290,-0.1160
"CONFIRMED",25.93406406,7.912e-05,-7.912e-05,0.014,0.409,-0.014,4.6142,0.0732,-0.0732,414.5,11,-11,2.48,0.42,-0.34,55.10,26.40,-17.40,42.20,2,5952.00,119.00,-119.00,4.287,0.120,-0.120,0.0600,0.1500,-0.1500,1.2250,0.2070,-0.1700,1.0590,0.0930,-0.0700
"CONFIRMED",83.4463485,0.0003695,-0.0003695,0.058,0.369,-0.057,6.536,0.121,-0.121,503,15,-15,2.73,0.47,-0.37,11.59,5.56,-3.66,36.10,2,5952.00,119.00,-119.00,4.287,0.120,-0.120,0.0600,0.1500,-0.1500,1.2250,0.2070,-0.1700,1.0590,0.0930,-0.0700
"FALSE POSITIVE",7.04710032,2.588e-05,-2.588e-05,1.195,53.67,-0.125,2.926,0.152,-0.152,400.9,19.5,-19.5,25.2,6.77,-3.94,223.84,177.07,-82.81,24.00,1,5766.00,156.00,-173.00,4.363,0.132,-0.181,0.0000,0.2500,-0.3000,1.0680,0.2870,-0.1670,0.9600,0.1250,-0.1020
"CONFIRMED",12.99204853,5.157e-05,-5.157e-05,0.091,0.347,-0.091,6.0175,0.0963,-0.0963,270.6,8,-8,2.03,0.3,-0.34,132.94,56.49,-48.16,38.70,1,5765.00,105.00,-116.00,4.236,0.168,-0.112,0.0000,0.1500,-0.1500,1.2420,0.1880,-0.2090,0.9680,0.0800,-0.0660
"FALSE POSITIVE",11.11620211,1.21e-05,-1.21e-05,0.937,0.046,-0.021,4.211,0.0787,-0.0787,4843.9,67.3,-67.3,8.96,2.49,-1.06,125.21,104.54,-41.16,115.30,1,6122.00,183.00,-220.00,4.471,0.048,-0.192,-0.1000,0.2500,-0.3000,0.9960,0.2760,-0.1180,1.0700,0.1370,-0.1370
"FALSE POSITIVE",1.922861499,2.01e-06,-2.01e-06,0.943,0.005,-0.004,3.5734,0.0581,-0.0581,1916.2,31.2,-31.2,5.09,1.21,-0.44,884.12,621.75,-236.53,103.40,1,5778.00,154.00,-188.00,4.531,0.030,-0.170,0.0700,0.2500,-0.3000,0.9110,0.2170,-0.0780,1.0280,0.0900,-0.1300
"FALSE POSITIVE",0.635445336,2.01e-07,-2.01e-07,1.253,0.914,-0.128,1.8592,0.0154,-0.0154,2547.4,15.3,-15.3,19,1.9,-2.52,451.42,177.73,-162.78,182.20,1,3920.00,141.00,-156.00,4.700,0.071,-0.033,-0.1000,0.3000,-0.3000,0.5500,0.0550,-0.0730,0.5540,0.0570,-0.0640
"FALSE POSITIVE",1.665784138,6.93e-07,-6.93e-07,1.27,3.096,-0.104,1.8946,0.0182,-0.0182,2006.2,15.2,-15.2,97.27,16.14,-37.63,11424.49,5918.75,-7549.72,148.00,1,6261.00,175.00,-159.00,3.686,0.323,-0.108,-0.3400,0.3500,-0.3000,2.7890,0.4630,-1.0790,1.3780,0.2150,-0.3230
"FALSE POSITIVE",55.6639167,0.0003543,-0.0003543,1.298,5.117,-0.161,23.546,0.271,-0.271,3414.4,38.8,-38.8,34.14,8.44,-3.6,8.38,6.29,-2.43,103.40,1,5587.00,166.00,-166.00,4.528,0.055,-0.165,-0.1200,0.3000,-0.3000,0.8530,0.2110,-0.0900,0.8940,0.1020,-0.0920
"CONFIRMED",52.09081627,4.206e-05,-4.206e-05,0.065,0.113,-0.065,8.6388,0.0228,-0.0228,2894.1,12.6,-12.6,7.14,1.33,-1.09,29.07,14.87,-9.97,243.50,4,6198.00,111.00,-136.00,4.237,0.130,-0.117,-0.0400,0.1500,-0.1500,1.3240,0.2470,-0.2020,1.1010,0.1090,-0.0810
"FALSE POSITIVE",7.1548608,6.891e-05,-6.891e-05,0.9848,0.1273,-0.0388,7.694,0.363,-0.363,780.4,42.5,-42.5,7.41,5.46,-0.99,1141.57,2736.28,-422.47,24.20,2,7443.00,226.00,-320.00,4.166,0.080,-0.414,0.0700,0.1900,-0.3700,1.7390,1.2800,-0.2320,1.6160,0.3680,-0.1930
"CONFIRMED",4.28746668,1.524e-05,-1.524e-05,0.374,0.083,-0.374,1.5693,0.0785,-0.0785,790.1,49.7,-49.7,2.29,0.22,-0.1,186.31,56.73,-28.39,19.40,1,5296.00,105.00,-105.00,4.576,0.015,-0.085,0.1200,0.1500,-0.1500,0.8150,0.0800,-0.0340,0.9110,0.0360,-0.0640
"FALSE POSITIVE",2.002779769,7.647e-06,-7.647e-06,0.242,0.215,-0.242,2.231,0.11,-0.11,260.5,13.7,-13.7,1.42,0.29,-0.19,696.40,432.41,-232.91,22.20,1,5346.00,159.00,-159.00,4.440,0.135,-0.180,-0.1000,0.3000,-0.3000,0.8920,0.1790,-0.1190,0.7990,0.1130,-0.0610
"CONFIRMED",8.18739443,1.944e-05,-1.944e-05,0.377,0.07,-0.377,3.0472,0.0596,-0.0596,517.6,14.7,-14.7,1.92,0.13,-0.14,88.36,20.32,-18.50,38.40,2,5251.00,105.00,-105.00,4.494,0.072,-0.048,0.0000,0.1500,-0.1500,0.8490,0.0560,-0.0630,0.8210,0.0570,-0.0360
"CONFIRMED",76.0498163,0.0008776,-0.0008776,0.015,0.464,-0.015,7.158,0.331,-0.331,445.9,27.7,-27.7,1.75,0.11,-0.13,4.53,1.04,-0.95,17.40,2,5251.00,105.00,-105.00,4.494,0.072,-0.048,0.0000,0.1500,-0.1500,0.8490,0.0560,-0.0630,0.8210,0.0570,-0.0360
"CONFIRMED",3.341799486,4.954e-06,-4.954e-06,0.426,0.453,-0.271,2.9254,0.0349,-0.0349,178.2,4,-4,1.67,0.29,-0.26,798.41,370.35,-279.35,48.80,2,5873.00,93.00,-129.00,4.293,0.120,-0.120,0.1800,0.1500,-0.1500,1.2350,0.2130,-0.1940,1.0920,0.0800,-0.0890
"FALSE POSITIVE",3.3226948,0.0002975,-0.0002975,0.4722,0.0095,-0.4661,3.568,0.822,-0.822,78.7,17.2,-17.2,15.33,2.9,-8.17,52428.30,25780.62,-42182.54,8.60,1,5234.00,70.00,-142.00,2.410,0.255,-0.114,-1.0000,0.0400,-0.2000,16.9590,3.2110,-9.0380,2.6980,0.2360,-1.6310
"FALSE POSITIVE",36.97708808,8.505e-05,-8.505e-05,1.246,70.6,-0.102,4.737,0.101,-0.101,1269.9,25.5,-25.5,38.6,11.56,-11.56,31.08,28.03,-17.42,59.20,1,5589.00,169.00,-152.00,4.193,0.300,-0.200,-0.1000,0.3000,-0.2500,1.2390,0.3710,-0.3710,0.8730,0.1230,-0.0760
"FALSE POSITIVE",1.851409163,9.693e-06,-9.693e-06,1.1117,0.1313,-0.0722,10.232,0.257,-0.257,232.5,4.5,-4.5,20.42,9.55,-4.14,5090.14,7186.45,-2346.70,54.40,1,7117.00,204.00,-287.00,4.176,0.157,-0.263,-0.6000,0.2200,-0.3000,1.4690,0.6870,-0.2980,1.1800,0.2610,-0.1440
"FALSE POSITIVE",1.303859704,4.545e-06,-4.545e-06,0.674,0.239,-0.429,2.8239,0.0829,-0.0829,36.7,1.3,-1.3,0.98,0.2,-0.25,7759.20,4785.96,-3960.18,34.70,1,6802.00,183.00,-224.00,4.103,0.221,-0.119,-0.6800,0.3000,-0.3000,1.5210,0.3130,-0.3830,1.0690,0.1620,-0.1220
"FALSE POSITIVE",145.5624926,0.0003426,-0.0003426,1.274,70.86,-0.529,5.4126,0.0976,-0.0976,2931.6,57.1,-57.1,40.15,12.09,-6.53,5.33,4.70,-2.06,58.10,1,6148.00,165.00,-202.00,4.346,0.128,-0.192,-0.3000,0.3000,-0.3000,1.0950,0.3300,-0.1780,0.9690,0.1530,-0.1140
"CONFIRMED",3.749105745,7.011e-06,-7.011e-06,0.942,0.021,-0.682,1.9826,0.0371,-0.0371,182.6,5.7,-5.7,1.68,0.26,-0.13,428.25,181.87,-94.92,38.00,1,5751.00,104.00,-115.00,4.447,0.063,-0.117,0.0600,0.1500,-0.1500,0.9830,0.1490,-0.0800,0.9870,0.0680,-0.0680
"CONFIRMED",11.08956602,4.397e-05,-4.397e-05,0.02,0.432,-0.02,6.2877,0.0965,-0.0965,148.1,4.4,-4.4,3.51,0.36,-1.01,965.62,306.50,-510.73,38.90,1,6353.00,128.00,-115.00,3.698,0.248,-0.078,-0.1000,0.1500,-0.1500,2.8670,0.2950,-0.8260,1.4970,0.1720,-0.2290
"CANDIDATE",7.37290344,2.732e-05,-2.732e-05,0.993,0.039,-0.714,2.172,0.208,-0.208,205.2,12.2,-12.2,2.67,0.42,-0.31,240.11,104.98,-69.08,19.10,1,5973.00,107.00,-131.00,4.371,0.099,-0.121,-0.1400,0.1500,-0.1500,1.0700,0.1680,-0.1260,0.9820,0.0710,-0.0710
"FALSE POSITIVE",7.24476126,2.302e-05,-2.302e-05,0.04,0.423,-0.04,2.3145,0.0817,-0.0817,58,2.4,-2.4,0.65,0.14,-0.07,116.02,76.73,-36.24,27.20,2,5370.00,187.00,-187.00,4.494,0.074,-0.137,0.0400,0.2500,-0.3000,0.8740,0.1780,-0.0960,0.8690,0.0970,-0.0730
"CANDIDATE",119.0624882,0.0001479,-0.0001479,0.968,0.423,-0.045,3.1188,0.0589,-0.0589,5372.3,94.1,-94.1,10.4,2.82,-1.89,4.26,3.51,-1.74,71.60,1,5697.00,173.00,-173.00,4.392,0.171,-0.190,-0.5200,0.3000,-0.3000,0.9200,0.2500,-0.1670,0.7600,0.1230,-0.0440
"CONFIRMED",8.70798309,2.927e-05,-2.927e-05,0.063,0.418,-0.063,2.4904,0.0805,-0.0805,1419.6,53.6,-53.6,2.01,0.15,-0.06,20.59,5.20,-2.59,28.10,3,4362.00,87.00,-78.00,4.722,0.012,-0.051,-0.5000,0.1500,-0.1500,0.5540,0.0420,-0.0170,0.5900,0.0290,-0.0290
"CANDIDATE",14.8623076,0.0001304,-0.0001304,0.324,0.143,-0.324,3.161,0.213,-0.213,840,62.5,-62.5,1.57,0.12,-0.05,10.08,2.55,-1.26,14.40,3,4362.00,87.00,-78.00,4.722,0.012,-0.051,-0.5000,0.1500,-0.1500,0.5540,0.0420,-0.0170,0.5900,0.0290,-0.0290
"CONFIRMED",4.17634276,2.426e-05,-2.426e-05,0.142,0.312,-0.142,2.335,0.128,-0.128,531.5,39.3,-39.3,1.23,0.1,-0.03,54.80,13.83,-6.90,14.90,3,4362.00,87.00,-78.00,4.722,0.012,-0.051,-0.5000,0.1500,-0.1500,0.5540,0.0420,-0.0170,0.5900,0.0290,-0.0290
"CONFIRMED",27.40229859,5.136e-05,-5.136e-05,0.022,0.296,-0.022,6.8491,0.0479,-0.0479,747.5,10,-10,3.63,0.67,-0.56,68.46,35.02,-23.47,79.30,4,6198.00,111.00,-136.00,4.237,0.130,-0.117,-0.0400,0.1500,-0.1500,1.3240,0.2470,-0.2020,1.1010,0.1090,-0.0810
"CONFIRMED",3.179267286,3.255e-06,-3.255e-06,0.171,0.274,-0.171,1.0246,0.0287,-0.0287,200.9,6,-6,1.21,0.14,-0.06,347.01,118.28,-58.22,41.00,1,5511.00,98.00,-120.00,4.554,0.018,-0.102,0.1000,0.1500,-0.1500,0.8570,0.1010,-0.0400,0.9600,0.0390,-0.0730
"CONFIRMED",10.38122447,2.131e-05,-2.131e-05,0.319,0.117,-0.319,2.715,0.0552,-0.0552,801.5,21.5,-21.5,2.18,0.15,-0.1,48.37,11.58,-7.64,41.90,2,5095.00,101.00,-101.00,4.566,0.032,-0.052,0.0200,0.1500,-0.1500,0.7800,0.0550,-0.0350,0.8160,0.0470,-0.0410
"CONFIRMED",24.5709023,0.0001009,-0.0001009,0.945,0.009,-0.674,3.587,0.181,-0.181,764.2,31.7,-31.7,2.82,0.2,-0.12,15.33,3.68,-2.42,26.30,2,5095.00,101.00,-101.00,4.566,0.032,-0.052,0.0200,0.1500,-0.1500,0.7800,0.0550,-0.0350,0.8160,0.0470,-0.0410
